scenario_name,run_number,agent_id,strategy,final_score,final_q_values_avg,full_q_values,exploration_rate,cooperation_rate
NPD_Classic_WithExploration,2,0,always_cooperate,15.0,,,0.1,0.85
NPD_Classic_WithExploration,2,1,always_defect,66.5,,,0.1,0.05
NPD_Classic_WithExploration,2,2,tit_for_tat,45.5,,,0.1,0.35
