scenario_name,run_number,agent_id,strategy,final_score,final_q_values_avg,full_q_values,exploration_rate,cooperation_rate
NPD_AllTFT_VaryingExploration,9,0,tit_for_tat,51.0,,,0.0,0.7
NPD_AllTFT_VaryingExploration,9,1,tit_for_tat,48.0,,,0.1,0.75
NPD_AllTFT_VaryingExploration,9,2,tit_for_tat,51.0,,,0.2,0.7
