scenario_name,run_number,agent_id,strategy,final_score,final_q_values_avg,full_q_values,exploration_rate,cooperation_rate
NPD_AllTFT_VaryingExploration,1,0,tit_for_tat,36.5,,,0.0,0.2
NPD_AllTFT_VaryingExploration,1,1,tit_for_tat,39.0,,,0.1,0.15
NPD_AllTFT_VaryingExploration,1,2,tit_for_tat,23.5,,,0.2,0.4
