round,agent_id,move,payoff,q_cooperate,q_defect
16,10,cooperate,0.15789473684210525,,
16,11,cooperate,0.15789473684210525,,
16,12,defect,1.2105263157894737,,
16,13,cooperate,0.15789473684210525,,
16,14,defect,1.0,3.952152602746123,7.5879115579079235
16,15,defect,1.4210526315789473,3.6566889381367242,7.802249676477665
16,16,defect,1.4210526315789473,4.210481687915202,7.232464214544486
16,17,defect,1.4210526315789473,4.27393650269984,7.73626465918886
16,18,cooperate,0.0,,
16,19,defect,1.0,3.694140969503111,7.090746810532353
17,0,defect,2.263157894736842,,
17,1,defect,1.4210526315789473,,
17,2,cooperate,0.47368421052631576,,
17,3,cooperate,0.15789473684210525,,
17,4,cooperate,0.631578947368421,,
17,5,defect,1.4210526315789473,,
17,6,cooperate,0.47368421052631576,,
17,7,cooperate,0.47368421052631576,,
17,8,defect,1.2105263157894737,,
17,9,defect,1.2105263157894737,,
17,10,defect,1.0,,
17,11,cooperate,0.47368421052631576,,
17,12,defect,1.2105263157894737,,
17,13,defect,1.631578947368421,,
17,14,cooperate,0.3157894736842105,3.952152602746123,7.5879115579079235
17,15,defect,1.4210526315789473,3.6566889381367242,7.802249676477665
17,16,defect,1.4210526315789473,4.210481687915202,7.232464214544486
17,17,cooperate,0.47368421052631576,4.27393650269984,7.73626465918886
17,18,defect,1.4210526315789473,,
17,19,defect,1.0,3.694140969503111,7.090746810532353
18,0,cooperate,1.1052631578947367,,
18,1,cooperate,0.47368421052631576,,
18,2,cooperate,0.3157894736842105,,
18,3,defect,1.631578947368421,,
18,4,defect,2.263157894736842,,
18,5,cooperate,0.7894736842105263,,
18,6,defect,2.6842105263157894,,
18,7,cooperate,0.15789473684210525,,
18,8,cooperate,0.3157894736842105,,
18,9,cooperate,0.631578947368421,,
18,10,defect,1.631578947368421,,
18,11,cooperate,0.47368421052631576,,
18,12,cooperate,0.47368421052631576,,
18,13,cooperate,0.15789473684210525,,
18,14,defect,1.4210526315789473,3.952152602746123,7.5879115579079235
18,15,defect,1.2105263157894737,3.6566889381367242,7.802249676477665
18,16,defect,1.4210526315789473,4.210481687915202,7.232464214544486
18,17,defect,1.4210526315789473,4.27393650269984,7.73626465918886
18,18,cooperate,0.15789473684210525,,
18,19,defect,1.4210526315789473,3.694140969503111,7.090746810532353
19,0,cooperate,0.9473684210526315,,
19,1,cooperate,0.631578947368421,,
19,2,defect,1.4210526315789473,,
19,3,cooperate,0.3157894736842105,,
19,4,cooperate,0.47368421052631576,,
19,5,cooperate,0.7894736842105263,,
19,6,defect,1.631578947368421,,
19,7,defect,1.4210526315789473,,
19,8,defect,1.4210526315789473,,
19,9,defect,1.631578947368421,,
19,10,cooperate,0.47368421052631576,,
19,11,defect,1.4210526315789473,,
19,12,defect,1.4210526315789473,,
19,13,defect,1.2105263157894737,,
19,14,defect,1.4210526315789473,3.952152602746123,7.5879115579079235
19,15,defect,1.631578947368421,3.6566889381367242,7.802249676477665
19,16,defect,1.2105263157894737,4.210481687915202,7.232464214544486
19,17,defect,1.2105263157894737,4.27393650269984,7.73626465918886
19,18,cooperate,0.15789473684210525,,
19,19,cooperate,0.3157894736842105,3.694140969503111,7.090746810532353
20,0,cooperate,0.47368421052631576,,
20,1,cooperate,0.3157894736842105,,
20,2,cooperate,0.15789473684210525,,
20,3,defect,1.4210526315789473,,
20,4,defect,1.8421052631578947,,
20,5,defect,1.631578947368421,,
20,6,defect,2.263157894736842,,
20,7,cooperate,0.0,,
20,8,defect,1.4210526315789473,,
20,9,defect,1.4210526315789473,,
20,10,defect,1.4210526315789473,,
20,11,cooperate,0.3157894736842105,,
20,12,defect,1.4210526315789473,,
20,13,defect,1.2105263157894737,,
20,14,defect,1.4210526315789473,3.952152602746123,7.5879115579079235
20,15,defect,1.2105263157894737,3.6566889381367242,7.802249676477665
20,16,cooperate,0.3157894736842105,4.210481687915202,7.232464214544486
20,17,defect,1.4210526315789473,4.27393650269984,7.73626465918886
20,18,defect,1.0,,
20,19,defect,1.2105263157894737,3.694140969503111,7.090746810532353
21,0,cooperate,0.7894736842105263,,
21,1,defect,1.8421052631578947,,
21,2,defect,1.4210526315789473,,
21,3,cooperate,0.15789473684210525,,
21,4,cooperate,0.47368421052631576,,
21,5,defect,2.052631578947368,,
21,6,defect,1.8421052631578947,,
21,7,cooperate,0.15789473684210525,,
21,8,cooperate,0.15789473684210525,,
21,9,defect,1.2105263157894737,,
21,10,cooperate,0.15789473684210525,,
21,11,defect,1.8421052631578947,,
21,12,cooperate,0.15789473684210525,,
21,13,cooperate,0.15789473684210525,,
21,14,defect,1.4210526315789473,3.952152602746123,7.5879115579079235
21,15,defect,1.4210526315789473,3.6566889381367242,7.802249676477665
21,16,defect,1.0,4.210481687915202,7.232464214544486
21,17,defect,1.4210526315789473,4.27393650269984,7.73626465918886
21,18,defect,1.2105263157894737,,
21,19,defect,1.2105263157894737,3.694140969503111,7.090746810532353
22,0,defect,2.263157894736842,,
22,1,cooperate,0.47368421052631576,,
22,2,defect,1.4210526315789473,,
22,3,cooperate,0.0,,
22,4,defect,1.4210526315789473,,
22,5,cooperate,0.47368421052631576,,
22,6,cooperate,0.15789473684210525,,
22,7,defect,1.4210526315789473,,
22,8,defect,1.4210526315789473,,
22,9,cooperate,0.15789473684210525,,
22,10,cooperate,0.3157894736842105,,
22,11,defect,1.4210526315789473,,
22,12,defect,1.2105263157894737,,
22,13,defect,1.2105263157894737,,
22,14,defect,1.0,3.952152602746123,7.5879115579079235
22,15,defect,1.2105263157894737,3.6566889381367242,7.802249676477665
22,16,defect,1.4210526315789473,4.210481687915202,7.232464214544486
22,17,defect,1.0,4.27393650269984,7.73626465918886
22,18,defect,1.631578947368421,,
22,19,defect,1.2105263157894737,3.694140969503111,7.090746810532353
23,0,cooperate,0.631578947368421,,
23,1,defect,1.631578947368421,,
23,2,defect,1.2105263157894737,,
23,3,cooperate,0.3157894736842105,,
23,4,defect,1.8421052631578947,,
23,5,cooperate,0.47368421052631576,,
23,6,defect,1.8421052631578947,,
23,7,cooperate,0.15789473684210525,,
23,8,cooperate,0.15789473684210525,,
23,9,defect,1.631578947368421,,
23,10,defect,1.631578947368421,,
23,11,defect,1.8421052631578947,,
23,12,cooperate,0.3157894736842105,,
23,13,defect,1.0,,
23,14,defect,1.2105263157894737,3.952152602746123,7.5879115579079235
23,15,cooperate,0.0,3.6566889381367242,7.802249676477665
23,16,defect,1.0,4.210481687915202,7.232464214544486
23,17,defect,1.2105263157894737,4.27393650269984,7.73626465918886
23,18,cooperate,0.15789473684210525,,
23,19,defect,1.631578947368421,3.694140969503111,7.090746810532353
24,0,defect,1.8421052631578947,,
24,1,cooperate,0.0,,
24,2,cooperate,0.0,,
24,3,defect,1.2105263157894737,,
24,4,defect,1.8421052631578947,,
24,5,defect,1.631578947368421,,
24,6,defect,2.052631578947368,,
24,7,cooperate,0.0,,
24,8,defect,1.2105263157894737,,
24,9,defect,1.2105263157894737,,
24,10,defect,1.2105263157894737,,
24,11,cooperate,0.3157894736842105,,
24,12,cooperate,0.15789473684210525,,
24,13,cooperate,0.15789473684210525,,
24,14,defect,1.2105263157894737,3.952152602746123,7.5879115579079235
24,15,defect,1.2105263157894737,3.6566889381367242,7.802249676477665
24,16,defect,1.4210526315789473,4.210481687915202,7.232464214544486
24,17,defect,1.4210526315789473,4.27393650269984,7.73626465918886
24,18,defect,1.0,,
24,19,defect,1.0,3.694140969503111,7.090746810532353
25,0,cooperate,0.631578947368421,,
25,1,defect,1.631578947368421,,
25,2,cooperate,0.3157894736842105,,
25,3,cooperate,0.15789473684210525,,
25,4,cooperate,0.3157894736842105,,
25,5,defect,1.4210526315789473,,
25,6,defect,1.631578947368421,,
25,7,defect,1.2105263157894737,,
25,8,cooperate,0.15789473684210525,,
25,9,defect,1.4210526315789473,,
25,10,defect,1.2105263157894737,,
25,11,defect,1.4210526315789473,,
25,12,defect,1.2105263157894737,,
25,13,defect,1.2105263157894737,,
25,14,defect,1.631578947368421,3.952152602746123,7.5879115579079235
25,15,defect,1.2105263157894737,3.6566889381367242,7.802249676477665
25,16,defect,1.0,4.210481687915202,7.232464214544486
25,17,defect,1.2105263157894737,4.27393650269984,7.73626465918886
25,18,defect,1.2105263157894737,,
25,19,defect,1.2105263157894737,3.694140969503111,7.090746810532353
26,0,cooperate,0.9473684210526315,,
26,1,defect,2.052631578947368,,
26,2,defect,1.4210526315789473,,
26,3,cooperate,0.3157894736842105,,
26,4,cooperate,0.47368421052631576,,
26,5,cooperate,0.47368421052631576,,
26,6,defect,2.052631578947368,,
26,7,defect,1.4210526315789473,,
26,8,cooperate,0.15789473684210525,,
26,9,defect,1.4210526315789473,,
26,10,defect,1.4210526315789473,,
26,11,cooperate,0.7894736842105263,,
26,12,cooperate,0.47368421052631576,,
26,13,cooperate,0.3157894736842105,,
26,14,defect,1.4210526315789473,3.952152602746123,7.5879115579079235
26,15,defect,1.4210526315789473,3.6566889381367242,7.802249676477665
26,16,cooperate,0.15789473684210525,4.210481687915202,7.232464214544486
26,17,defect,1.4210526315789473,4.27393650269984,7.73626465918886
26,18,defect,1.2105263157894737,,
26,19,defect,1.4210526315789473,3.694140969503111,7.090746810532353
27,0,cooperate,0.9473684210526315,,
27,1,defect,1.631578947368421,,
27,2,cooperate,0.47368421052631576,,
27,3,cooperate,0.3157894736842105,,
27,4,defect,1.8421052631578947,,
27,5,defect,1.8421052631578947,,
27,6,cooperate,0.7894736842105263,,
27,7,cooperate,0.15789473684210525,,
27,8,cooperate,0.3157894736842105,,
27,9,cooperate,0.47368421052631576,,
27,10,defect,1.4210526315789473,,
27,11,defect,2.052631578947368,,
27,12,cooperate,0.15789473684210525,,
27,13,defect,1.2105263157894737,,
27,14,defect,1.4210526315789473,3.952152602746123,7.5879115579079235
27,15,cooperate,0.0,3.6566889381367242,7.802249676477665
27,16,defect,1.2105263157894737,4.210481687915202,7.232464214544486
27,17,defect,1.2105263157894737,4.27393650269984,7.73626465918886
27,18,cooperate,0.47368421052631576,,
27,19,defect,1.4210526315789473,3.694140969503111,7.090746810532353
28,0,cooperate,0.47368421052631576,,
28,1,defect,1.4210526315789473,,
28,2,cooperate,0.15789473684210525,,
28,3,defect,1.4210526315789473,,
28,4,defect,1.8421052631578947,,
28,5,defect,1.631578947368421,,
28,6,defect,1.8421052631578947,,
28,7,defect,1.0,,
28,8,defect,1.2105263157894737,,
28,9,defect,1.631578947368421,,
28,10,cooperate,0.3157894736842105,,
28,11,defect,1.8421052631578947,,
28,12,cooperate,0.15789473684210525,,
28,13,cooperate,0.0,,
28,14,defect,1.4210526315789473,3.952152602746123,7.5879115579079235
28,15,cooperate,0.15789473684210525,3.6566889381367242,7.802249676477665
28,16,defect,1.0,4.210481687915202,7.232464214544486
28,17,defect,1.0,4.27393650269984,7.73626465918886
28,18,cooperate,0.0,,
28,19,defect,1.4210526315789473,3.694140969503111,7.090746810532353
29,0,defect,1.8421052631578947,,
29,1,defect,1.4210526315789473,,
29,2,defect,1.4210526315789473,,
29,3,defect,1.0,,
29,4,cooperate,0.631578947368421,,
29,5,defect,1.631578947368421,,
29,6,defect,1.631578947368421,,
29,7,cooperate,0.15789473684210525,,
29,8,cooperate,0.0,,
29,9,defect,1.0,,
29,10,defect,1.2105263157894737,,
29,11,defect,1.4210526315789473,,
29,12,defect,1.0,,
29,13,cooperate,0.15789473684210525,,
29,14,cooperate,0.15789473684210525,3.952152602746123,7.5879115579079235
29,15,cooperate,0.3157894736842105,3.6566889381367242,7.802249676477665
29,16,defect,1.0,4.210481687915202,7.232464214544486
29,17,defect,1.4210526315789473,4.27393650269984,7.73626465918886
29,18,defect,1.0,,
29,19,cooperate,0.15789473684210525,3.694140969503111,7.090746810532353
30,0,cooperate,1.1052631578947367,,
30,1,cooperate,0.7894736842105263,,
30,2,defect,1.631578947368421,,
30,3,defect,1.4210526315789473,,
30,4,cooperate,0.631578947368421,,
30,5,cooperate,0.9473684210526315,,
30,6,defect,2.263157894736842,,
30,7,cooperate,0.3157894736842105,,
30,8,cooperate,0.3157894736842105,,
30,9,cooperate,0.3157894736842105,,
30,10,defect,1.631578947368421,,
30,11,cooperate,0.47368421052631576,,
30,12,cooperate,0.47368421052631576,,
30,13,defect,1.4210526315789473,,
30,14,defect,1.4210526315789473,3.952152602746123,7.5879115579079235
30,15,defect,1.4210526315789473,3.6566889381367242,7.802249676477665
30,16,cooperate,0.3157894736842105,4.210481687915202,7.232464214544486
30,17,defect,1.631578947368421,4.27393650269984,7.73626465918886
30,18,defect,1.2105263157894737,,
30,19,defect,1.4210526315789473,3.694140969503111,7.090746810532353
31,0,defect,2.263157894736842,,
31,1,defect,1.8421052631578947,,
31,2,cooperate,0.3157894736842105,,
31,3,defect,1.2105263157894737,,
31,4,defect,1.4210526315789473,,
31,5,cooperate,0.15789473684210525,,
31,6,cooperate,0.631578947368421,,
31,7,defect,1.4210526315789473,,
31,8,cooperate,0.15789473684210525,,
31,9,cooperate,0.3157894736842105,,
31,10,defect,1.2105263157894737,,
31,11,cooperate,0.3157894736842105,,
31,12,defect,1.4210526315789473,,
31,13,defect,1.4210526315789473,,
31,14,defect,1.2105263157894737,3.952152602746123,7.5879115579079235
31,15,defect,1.2105263157894737,3.6566889381367242,7.802249676477665
31,16,cooperate,0.3157894736842105,4.210481687915202,7.232464214544486
31,17,defect,1.2105263157894737,4.27393650269984,7.73626465918886
31,18,defect,1.4210526315789473,,
