scenario_name,run_number,agent_id,strategy,final_score,final_q_values_avg,full_q_values,exploration_rate,cooperation_rate
NPD_HighExploration,6,0,always_cooperate,23.0,,,0.3,0.8
NPD_HighExploration,6,1,always_defect,52.0,,,0.3,0.35
NPD_HighExploration,6,2,tit_for_tat,58.0,,,0.3,0.25
