scenario_name,run_number,agent_id,strategy,final_score,final_q_values_avg,full_q_values,exploration_rate,cooperation_rate
NPD_Classic_WithExploration,8,0,always_cooperate,12.0,,,0.1,1.0
NPD_Classic_WithExploration,8,1,always_defect,65.5,,,0.1,0.15
NPD_Classic_WithExploration,8,2,tit_for_tat,58.5,,,0.1,0.25
