scenario_name,run_number,agent_id,strategy,final_score,final_q_values_avg,full_q_values,exploration_rate,cooperation_rate
NPD_TwoCoopOneDefect_LowExploration,2,0,always_cooperate,9.0,,,0.05,0.95
NPD_TwoCoopOneDefect_LowExploration,2,1,tit_for_tat,58.0,,,0.05,0.15
NPD_TwoCoopOneDefect_LowExploration,2,2,always_defect,61.0,,,0.05,0.1
