scenario_name,run_number,agent_id,strategy,final_score,final_q_values_avg,full_q_values,exploration_rate,cooperation_rate
NPD_TwoCoopOneDefect_LowExploration,5,0,always_cooperate,7.0,,,0.05,0.95
NPD_TwoCoopOneDefect_LowExploration,5,1,tit_for_tat,55.5,,,0.05,0.15
NPD_TwoCoopOneDefect_LowExploration,5,2,always_defect,62.5,,,0.05,0.05
