actions,cooperation_rate,payoffs,round
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",883
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",884
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",885
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",886
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",887
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",888
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",889
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",890
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",891
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",892
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",893
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",894
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",895
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",896
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",897
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",898
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",899
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",900
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",901
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",902
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",903
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",904
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",905
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",906
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",907
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",908
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",909
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",910
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",911
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",912
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",913
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",914
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",915
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",916
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",917
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",918
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",919
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",920
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",921
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",922
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",923
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",924
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",925
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",926
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",927
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",928
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",929
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",930
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",931
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",932
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",933
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",934
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",935
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",936
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",937
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",938
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",939
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",940
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",941
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",942
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",943
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",944
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",945
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",946
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",947
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",948
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",949
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",950
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",951
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",952
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",953
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",954
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",955
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",956
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",957
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",958
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",959
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",960
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",961
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",962
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",963
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",964
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",965
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",966
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",967
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",968
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",969
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",970
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",971
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",972
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",973
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",974
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",975
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",976
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",977
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",978
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",979
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",980
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",981
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",982
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",983
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",984
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",985
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",986
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",987
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",988
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",989
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",990
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",991
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",992
"{0: 0, 1: 0, 2: 0}",1.0,"{0: 3.0, 1: 3.0, 2: 3.0}",993
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",994
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",995
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",996
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",997
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",998
"{0: 1, 1: 0, 2: 0}",0.6666666666666666,"{0: 5.0, 1: 1.5, 2: 1.5}",999
