scenario_name,run_number,agent_id,strategy,final_score,final_q_values_avg,full_q_values,exploration_rate,cooperation_rate
NPD_Classic_WithExploration,0,0,always_cooperate,13.5,,,0.1,0.75
NPD_Classic_WithExploration,0,1,always_defect,53.0,,,0.1,0.1
NPD_Classic_WithExploration,0,2,tit_for_tat,50.5,,,0.1,0.15
