scenario_name,run_number,agent_id,strategy,final_score,final_q_values_avg,full_q_values,exploration_rate,cooperation_rate
NPD_HighCoopReward,4,0,tit_for_tat,25.0,,,0.1,0.2
NPD_HighCoopReward,4,1,tit_for_tat,29.5,,,0.1,0.1
NPD_HighCoopReward,4,2,always_defect,29.5,,,0.1,0.1
