scenario_name,run_number,agent_id,strategy,final_score,final_q_values_avg,full_q_values,exploration_rate,cooperation_rate
NPD_HighExploration,5,0,always_cooperate,26.5,,,0.3,0.8
NPD_HighExploration,5,1,always_defect,55.0,,,0.3,0.35
NPD_HighExploration,5,2,tit_for_tat,54.5,,,0.3,0.35
