scenario_name,run_number,agent_id,strategy,final_score,final_q_values_avg,full_q_values,exploration_rate,cooperation_rate
NPD_TwoCoopOneDefect_LowExploration,3,0,always_cooperate,10.0,,,0.05,0.95
NPD_TwoCoopOneDefect_LowExploration,3,1,tit_for_tat,52.5,,,0.05,0.25
NPD_TwoCoopOneDefect_LowExploration,3,2,always_defect,66.5,,,0.05,0.05
