scenario_name,run_number,agent_id,strategy,final_score,final_q_values_avg,full_q_values
WolfPHC_SmallWorld,25,11,wolf_phc,206.93103448275997,"{'avg_cooperate': 1.072139430780037, 'avg_defect': 0.4985692877179983}","{'initial': {'cooperate': 0.020689655172413793, 'defect': 0.0}, (1.0,): {'cooperate': 3.1133549215970624, 'defect': 1.6037692740976295}, (0.8,): {'cooperate': 1.9359709342949625, 'defect': 0.7308851428790007}, (0.6,): {'cooperate': 0.26999198766333204, 'defect': 0.15819202161336143}, (0.4,): {'cooperate': 0.020689655172413793, 'defect': 0.0}}"
WolfPHC_SmallWorld,25,12,wolf_phc,198.8620689655185,"{'avg_cooperate': 0.7783123971347388, 'avg_defect': 0.8033472475745483}","{'initial': {'cooperate': 0.015517241379310346, 'defect': 0.0}, (0.8,): {'cooperate': 2.311354856999046, 'defect': 1.6630802686201323}, (0.6,): {'cooperate': 1.2141641738933335, 'defect': 0.568802947750314}, (0.4,): {'cooperate': 0.15145022151385465, 'defect': 0.07683737789206656}, (1.0,): {'cooperate': 0.19907549188814996, 'defect': 1.7080156436102294}}"
WolfPHC_SmallWorld,25,13,wolf_phc,205.8275862068977,"{'avg_cooperate': 0.9490614201865576, 'avg_defect': 0.5146834139732275}","{'initial': {'cooperate': 0.031034482758620693, 'defect': 0.0}, (1.0,): {'cooperate': 0.6752350695312039, 'defect': 0.259426833111302}, (0.8,): {'cooperate': 1.7421278817569892, 'defect': 0.794200972499283}, (0.6,): {'cooperate': 2.194405882846673, 'defect': 1.4051260499478415}, (0.4,): {'cooperate': 1.015435893881032, 'defect': 0.3266849130132605}, (0.2,): {'cooperate': 0.03612931034482759, 'defect': 0.30266171526767777}}"
WolfPHC_SmallWorld,25,14,wolf_phc,624.7586206896515,"{'avg_cooperate': 1.1818420022342162, 'avg_defect': 3.60571519328465}","{'initial': {'cooperate': 0.015517241379310346, 'defect': 0.0}, (1.0,): {'cooperate': 4.1398321137173975, 'defect': 10.305840358186913}, (0.8,): {'cooperate': 1.6079262666330798, 'defect': 7.652608215883894}, (0.4,): {'cooperate': 0.14076197564818912, 'defect': 0.07012739235244439}, (0.2,): {'cooperate': 0.005172413793103448, 'defect': 0.0}}"
WolfPHC_SmallWorld,25,15,wolf_phc,242.68965517241386,"{'avg_cooperate': 0.6118679825059031, 'avg_defect': 1.1338109921945996}","{'initial': {'cooperate': 0.020689655172413793, 'defect': 0.0}, (1.0,): {'cooperate': 0.12208684940903049, 'defect': 0.0}, (0.8,): {'cooperate': 0.9657040420939704, 'defect': 0.44215308603091263}, (0.6,): {'cooperate': 1.3346263141465375, 'defect': 0.8486200728267173}, (0.4,): {'cooperate': 1.1616817007695335, 'defect': 5.512092794309968}, (0.2,): {'cooperate': 0.06641933344393319, 'defect': 0.0}}"
WolfPHC_SmallWorld,25,16,wolf_phc,359.2068965517242,"{'avg_cooperate': 0.815507396341288, 'avg_defect': 2.057544300466283}","{'initial': {'cooperate': 0.015517241379310346, 'defect': 0.0}, (1.0,): {'cooperate': 0.6793762754253989, 'defect': 0.40429610490835244}, (0.8,): {'cooperate': 2.457166567997411, 'defect': 8.433351366558925}, (0.4,): {'cooperate': 0.8661934352622762, 'defect': 0.45998409995429157}, (0.2,): {'cooperate': 0.05928346164204308, 'defect': 0.9900899309098449}}"
WolfPHC_SmallWorld,25,17,wolf_phc,404.2413793103452,"{'avg_cooperate': 0.7036302143603258, 'avg_defect': 2.1435536952111733}","{'initial': {'cooperate': 0.020689655172413793, 'defect': 0.0}, (1.0,): {'cooperate': 0.575532066985457, 'defect': 0.07816550914500045}, (0.8,): {'cooperate': 1.3003345178420018, 'defect': 0.6205552386121408}, (0.6,): {'cooperate': 1.9652699396077844, 'defect': 7.5193830551672605}, (0.4,): {'cooperate': 0.298555458487487, 'defect': 4.576662280731358}, (0.2,): {'cooperate': 0.06139964806681034, 'defect': 0.06655608761128233}}"
WolfPHC_SmallWorld,25,18,wolf_phc,472.62068965517227,"{'avg_cooperate': 1.108914947326992, 'avg_defect': 2.1680970015887513}","{'initial': {'cooperate': 0.031034482758620693, 'defect': 0.0}, (1.0,): {'cooperate': 2.441467094041887, 'defect': 9.689638028761914}, (0.8,): {'cooperate': 2.441212027752792, 'defect': 1.4180649095361963}, (0.6,): {'cooperate': 1.426021451427961, 'defect': 0.6004566054336334}, (0.4,): {'cooperate': 0.19153949948006588, 'defect': 1.3004224658007646}, (0.2,): {'cooperate': 0.1222151285006253, 'defect': 0.0}}"
WolfPHC_SmallWorld,25,19,wolf_phc,348.1034482758623,"{'avg_cooperate': 0.5611384709454668, 'avg_defect': 1.5361106646190372}","{'initial': {'cooperate': 0.020689655172413793, 'defect': 0.0}, (1.0,): {'cooperate': 0.3691862296947506, 'defect': 0.1451520013606241}, (0.8,): {'cooperate': 1.2046744542920025, 'defect': 0.522165275970514}, (0.6,): {'cooperate': 0.8887021440577749, 'defect': 8.395005867916293}, (0.4,): {'cooperate': 0.7374738113125084, 'defect': 0.1543408424667932}, (0.2,): {'cooperate': 0.14610453114335054, 'defect': 0.0}}"
WolfPHC_SmallWorld,25,20,q_learning,404.06896551724054,"{'avg_cooperate': 1.2667624998529208, 'avg_defect': 3.6939705927591135}","{'initial': {'cooperate': 0.031034482758620693, 'defect': 0.0}, (1.0,): {'cooperate': 0.9636246098456912, 'defect': 0.39149045896582735}, (0.8,): {'cooperate': 1.8227536637415374, 'defect': 10.571894875996549}, (0.4,): {'cooperate': 3.1280329308784585, 'defect': 7.365516489001605}, (0.2,): {'cooperate': 0.3883668120402968, 'defect': 0.14095113983158677}}"
WolfPHC_SmallWorld,25,21,q_learning,255.17241379310352,"{'avg_cooperate': 1.3466596933833446, 'avg_defect': 1.9404905030227908}","{'initial': {'cooperate': 0.05172413793103449, 'defect': 0.0}, (1.0,): {'cooperate': 0.7850082207167609, 'defect': 0.0}, (0.8,): {'cooperate': 2.4595516453255057, 'defect': 8.42709735079623}, (0.6,): {'cooperate': 2.0679479308251034, 'defect': 1.673919885046439}, (0.4,): {'cooperate': 1.6581260051746538, 'defect': 0.8861589332901431}, (0.2,): {'cooperate': 1.0576002203270105, 'defect': 0.6557668490039312}}"
WolfPHC_SmallWorld,25,22,q_learning,475.1034482758603,"{'avg_cooperate': 1.8472051079169536, 'avg_defect': 3.8008197698632387}","{'initial': {'cooperate': 0.041379310344827586, 'defect': 0.0}, (1.0,): {'cooperate': 0.3368988573179603, 'defect': 2.565845328150938}, (0.8,): {'cooperate': 1.4505060965568701, 'defect': 0.4719926116094808}, (0.6,): {'cooperate': 4.244500995056594, 'defect': 9.858974846988817}, (0.4,): {'cooperate': 4.804818340463049, 'defect': 9.908105832430197}, (0.2,): {'cooperate': 0.2051270477624207, 'defect': 0.0}}"
WolfPHC_SmallWorld,25,23,q_learning,400.2758620689658,"{'avg_cooperate': 1.309722704007963, 'avg_defect': 3.5008174405613004}","{'initial': {'cooperate': 0.041379310344827586, 'defect': 0.0}, (1.0,): {'cooperate': 0.041379310344827586, 'defect': 4.685117203073025}, (0.8,): {'cooperate': 1.42418461001291, 'defect': 1.2368512960177942}, (0.6,): {'cooperate': 5.026386882774718, 'defect': 10.784458562927915}, (0.4,): {'cooperate': 1.3043164553980806, 'defect': 4.298477581349069}, (0.2,): {'cooperate': 0.020689655172413793, 'defect': 0.0}}"
WolfPHC_SmallWorld,25,24,q_learning,462.0344827586195,"{'avg_cooperate': 1.3220446563216097, 'avg_defect': 4.114045280994195}","{'initial': {'cooperate': 0.041379310344827586, 'defect': 0.0}, (1.0,): {'cooperate': 0.3638532337232461, 'defect': 0.0}, (0.8,): {'cooperate': 0.9343252746527059, 'defect': 0.17482651174889502}, (0.6,): {'cooperate': 2.6645817453752265, 'defect': 8.600302826519398}, (0.4,): {'cooperate': 1.9705847160964893, 'defect': 8.864072392303832}, (0.2,): {'cooperate': 1.9575436577371632, 'defect': 7.045069955393044}}"
WolfPHC_SmallWorld,25,25,q_learning,542.6551724137918,"{'avg_cooperate': 2.1631743506669663, 'avg_defect': 3.8668307577246845}","{'initial': {'cooperate': 0.041379310344827586, 'defect': 0.0}, (1.0,): {'cooperate': 1.1898114953449206, 'defect': 0.7486552791627148}, (0.8,): {'cooperate': 3.9921351849680846, 'defect': 10.563566305013348}, (0.6,): {'cooperate': 6.893851397371343, 'defect': 11.546039763814484}, (0.4,): {'cooperate': 0.8308342332140006, 'defect': 0.34272319835755616}, (0.2,): {'cooperate': 0.031034482758620693, 'defect': 0.0}}"
WolfPHC_SmallWorld,25,26,q_learning,434.24137931034494,"{'avg_cooperate': 1.651922558580743, 'avg_defect': 2.5906882487403915}","{'initial': {'cooperate': 0.031034482758620693, 'defect': 0.0}, (0.8,): {'cooperate': 1.475806538896407, 'defect': 1.37737748237807}, (0.6,): {'cooperate': 6.7602166478136265, 'defect': 11.896407715380006}, (1.0,): {'cooperate': 0.3990806898410577, 'defect': 1.8571751203638298}, (0.4,): {'cooperate': 1.0649812364774627, 'defect': 0.4131691743204415}, (0.2,): {'cooperate': 0.1804157556972828, 'defect': 0.0}}"
WolfPHC_SmallWorld,25,27,q_learning,229.37931034482884,"{'avg_cooperate': 1.3252662594415656, 'avg_defect': 1.6484879797337408}","{'initial': {'cooperate': 0.041379310344827586, 'defect': 0.0}, (0.8,): {'cooperate': 2.306215378331246, 'defect': 1.3867700651998378}, (0.6,): {'cooperate': 2.7299481470599796, 'defect': 1.847664654248837}, (1.0,): {'cooperate': 0.701444381432653, 'defect': 3.8070746126718067}, (0.4,): {'cooperate': 2.0301434946531014, 'defect': 1.304959101060427}, (0.2,): {'cooperate': 0.14246684482758623, 'defect': 1.5444594452215352}}"
WolfPHC_SmallWorld,25,28,q_learning,304.7586206896565,"{'avg_cooperate': 1.7366059508080565, 'avg_defect': 2.2049009790201537}","{'initial': {'cooperate': 0.0, 'defect': 0.16896551724137931}, (1.0,): {'cooperate': 2.7647634658676217, 'defect': 8.384287497056349}, (0.8,): {'cooperate': 3.3269260151535947, 'defect': 2.6152148564491426}, (0.6,): {'cooperate': 2.755152135520493, 'defect': 1.6343902637797478}, (0.2,): {'cooperate': 0.20159216109931039, 'defect': 0.0}, (0.4,): {'cooperate': 1.3712019272073201, 'defect': 0.4265477395943035}}"
WolfPHC_SmallWorld,25,29,q_learning,408.2413793103451,"{'avg_cooperate': 2.159194189407609, 'avg_defect': 4.032320211418514}","{'initial': {'cooperate': 0.020689655172413793, 'defect': 0.0}, (1.0,): {'cooperate': 7.1412540272109295, 'defect': 11.232735552592299}, (0.6,): {'cooperate': 1.2248175378792285, 'defect': 1.0956062079547466}, (0.2,): {'cooperate': 0.25001553736786336, 'defect': 3.8009390851270117}}"
