scenario_name,run_number,agent_id,strategy,final_score,final_q_values_avg,full_q_values,exploration_rate,cooperation_rate
NPD_HighCoopReward,1,0,tit_for_tat,26.75,,,0.1,0.2
NPD_HighCoopReward,1,1,tit_for_tat,29.0,,,0.1,0.15
NPD_HighCoopReward,1,2,always_defect,31.25,,,0.1,0.1
