scenario_name,run_number,agent_id,strategy,final_score,final_q_values_avg,full_q_values,exploration_rate,cooperation_rate
NPD_TwoCoopOneDefect_LowExploration,4,0,always_cooperate,5.0,,,0.05,0.9
NPD_TwoCoopOneDefect_LowExploration,4,1,tit_for_tat,53.0,,,0.05,0.1
NPD_TwoCoopOneDefect_LowExploration,4,2,always_defect,60.0,,,0.05,0.0
