scenario_name,run_number,agent_id,strategy,final_score,final_q_values_avg,full_q_values,exploration_rate,cooperation_rate
NPD_Classic_WithExploration,5,0,always_cooperate,17.5,,,0.1,0.95
NPD_Classic_WithExploration,5,1,always_defect,68.5,,,0.1,0.15
NPD_Classic_WithExploration,5,2,tit_for_tat,51.0,,,0.1,0.4
