scenario_name,round,agent_id,move,payoff,strategy
Combined_Enhancements,0,0,cooperate,2.055096153846154,lra_q
Combined_Enhancements,0,1,defect,1.5128205128205128,lra_q
Combined_Enhancements,0,2,cooperate,2.1320192307692305,lra_q
Combined_Enhancements,0,3,cooperate,2.1320192307692305,lra_q
Combined_Enhancements,0,4,cooperate,2.055096153846154,lra_q
Combined_Enhancements,0,5,cooperate,2.2089423076923076,lra_q
Combined_Enhancements,0,6,cooperate,2.2089423076923076,lra_q
Combined_Enhancements,0,7,cooperate,2.2089423076923076,lra_q
Combined_Enhancements,0,8,cooperate,2.2858653846153842,lra_q
Combined_Enhancements,0,9,cooperate,2.2858653846153842,lra_q
Combined_Enhancements,0,10,cooperate,2.2089423076923076,lra_q
Combined_Enhancements,0,11,cooperate,2.2089423076923076,lra_q
Combined_Enhancements,0,12,cooperate,2.2089423076923076,lra_q
Combined_Enhancements,0,13,cooperate,2.2089423076923076,lra_q
Combined_Enhancements,0,14,cooperate,2.1320192307692305,lra_q
Combined_Enhancements,0,15,cooperate,2.2089423076923076,hysteretic_q
Combined_Enhancements,0,16,cooperate,2.055096153846154,hysteretic_q
Combined_Enhancements,0,17,cooperate,2.2858653846153842,hysteretic_q
Combined_Enhancements,0,18,cooperate,2.2858653846153842,hysteretic_q
Combined_Enhancements,0,19,cooperate,2.1320192307692305,hysteretic_q
Combined_Enhancements,0,20,cooperate,2.2089423076923076,hysteretic_q
Combined_Enhancements,0,21,cooperate,2.1320192307692305,hysteretic_q
Combined_Enhancements,0,22,cooperate,2.2089423076923076,hysteretic_q
Combined_Enhancements,0,23,cooperate,2.1320192307692305,hysteretic_q
Combined_Enhancements,0,24,cooperate,2.2858653846153842,hysteretic_q
Combined_Enhancements,0,25,cooperate,2.2089423076923076,hysteretic_q
Combined_Enhancements,0,26,cooperate,2.2089423076923076,hysteretic_q
Combined_Enhancements,0,27,cooperate,2.2089423076923076,hysteretic_q
Combined_Enhancements,0,28,cooperate,2.2089423076923076,hysteretic_q
Combined_Enhancements,0,29,cooperate,2.2089423076923076,hysteretic_q
Combined_Enhancements,0,30,cooperate,2.2089423076923076,tit_for_tat
Combined_Enhancements,0,31,cooperate,2.2089423076923076,tit_for_tat
Combined_Enhancements,0,32,cooperate,2.2089423076923076,tit_for_tat
Combined_Enhancements,0,33,cooperate,2.2858653846153842,tit_for_tat
Combined_Enhancements,0,34,cooperate,2.2089423076923076,tit_for_tat
Combined_Enhancements,0,35,cooperate,2.2089423076923076,tit_for_tat
Combined_Enhancements,0,36,cooperate,2.1320192307692305,tit_for_tat
Combined_Enhancements,0,37,cooperate,2.2089423076923076,tit_for_tat
Combined_Enhancements,0,38,cooperate,2.2858653846153842,tit_for_tat
Combined_Enhancements,0,39,cooperate,2.2089423076923076,tit_for_tat
Combined_Enhancements,1,0,cooperate,2.230769230769231,lra_q
Combined_Enhancements,1,1,cooperate,2.3846153846153846,lra_q
