scenario_name,round,agent_id,move,payoff,strategy
FullyConnected_Mixed,0,0,cooperate,1.5789473684210527,q_learning
FullyConnected_Mixed,0,1,defect,3.3157894736842106,q_learning
FullyConnected_Mixed,0,2,cooperate,1.5789473684210527,q_learning
FullyConnected_Mixed,0,3,cooperate,1.5789473684210527,q_learning
FullyConnected_Mixed,0,4,cooperate,1.5789473684210527,q_learning
FullyConnected_Mixed,0,5,cooperate,1.5789473684210527,tit_for_tat
FullyConnected_Mixed,0,6,cooperate,1.5789473684210527,tit_for_tat
FullyConnected_Mixed,0,7,cooperate,1.5789473684210527,tit_for_tat
FullyConnected_Mixed,0,8,cooperate,1.5789473684210527,tit_for_tat
FullyConnected_Mixed,0,9,cooperate,1.5789473684210527,tit_for_tat
FullyConnected_Mixed,0,10,defect,3.3157894736842106,always_defect
FullyConnected_Mixed,0,11,defect,3.3157894736842106,always_defect
FullyConnected_Mixed,0,12,defect,3.3157894736842106,always_defect
FullyConnected_Mixed,0,13,defect,3.3157894736842106,always_defect
FullyConnected_Mixed,0,14,defect,3.3157894736842106,always_defect
FullyConnected_Mixed,0,15,defect,3.3157894736842106,random
FullyConnected_Mixed,0,16,cooperate,1.5789473684210527,random
FullyConnected_Mixed,0,17,defect,3.3157894736842106,random
FullyConnected_Mixed,0,18,defect,3.3157894736842106,random
FullyConnected_Mixed,0,19,cooperate,1.5789473684210527,random
FullyConnected_Mixed,1,0,defect,2.894736842105263,q_learning
FullyConnected_Mixed,1,1,defect,2.894736842105263,q_learning
FullyConnected_Mixed,1,2,cooperate,1.263157894736842,q_learning
FullyConnected_Mixed,1,3,defect,2.894736842105263,q_learning
FullyConnected_Mixed,1,4,cooperate,1.263157894736842,q_learning
FullyConnected_Mixed,1,5,defect,2.894736842105263,tit_for_tat
FullyConnected_Mixed,1,6,cooperate,1.263157894736842,tit_for_tat
FullyConnected_Mixed,1,7,cooperate,1.263157894736842,tit_for_tat
FullyConnected_Mixed,1,8,cooperate,1.263157894736842,tit_for_tat
FullyConnected_Mixed,1,9,defect,2.894736842105263,tit_for_tat
FullyConnected_Mixed,1,10,defect,2.894736842105263,always_defect
FullyConnected_Mixed,1,11,defect,2.894736842105263,always_defect
FullyConnected_Mixed,1,12,defect,2.894736842105263,always_defect
FullyConnected_Mixed,1,13,defect,2.894736842105263,always_defect
FullyConnected_Mixed,1,14,defect,2.894736842105263,always_defect
FullyConnected_Mixed,1,15,defect,2.894736842105263,random
FullyConnected_Mixed,1,16,cooperate,1.263157894736842,random
FullyConnected_Mixed,1,17,cooperate,1.263157894736842,random
FullyConnected_Mixed,1,18,cooperate,1.263157894736842,random
FullyConnected_Mixed,1,19,cooperate,1.263157894736842,random
FullyConnected_Mixed,2,0,cooperate,1.263157894736842,q_learning
FullyConnected_Mixed,2,1,defect,2.894736842105263,q_learning
FullyConnected_Mixed,2,2,cooperate,1.263157894736842,q_learning
FullyConnected_Mixed,2,3,defect,2.894736842105263,q_learning
FullyConnected_Mixed,2,4,cooperate,1.263157894736842,q_learning
FullyConnected_Mixed,2,5,cooperate,1.263157894736842,tit_for_tat
FullyConnected_Mixed,2,6,defect,2.894736842105263,tit_for_tat
FullyConnected_Mixed,2,7,defect,2.894736842105263,tit_for_tat
FullyConnected_Mixed,2,8,cooperate,1.263157894736842,tit_for_tat
FullyConnected_Mixed,2,9,defect,2.894736842105263,tit_for_tat
FullyConnected_Mixed,2,10,defect,2.894736842105263,always_defect
FullyConnected_Mixed,2,11,defect,2.894736842105263,always_defect
FullyConnected_Mixed,2,12,defect,2.894736842105263,always_defect
FullyConnected_Mixed,2,13,defect,2.894736842105263,always_defect
FullyConnected_Mixed,2,14,defect,2.894736842105263,always_defect
FullyConnected_Mixed,2,15,cooperate,1.263157894736842,random
FullyConnected_Mixed,2,16,defect,2.894736842105263,random
FullyConnected_Mixed,2,17,cooperate,1.263157894736842,random
FullyConnected_Mixed,2,18,cooperate,1.263157894736842,random
FullyConnected_Mixed,2,19,cooperate,1.263157894736842,random
FullyConnected_Mixed,3,0,defect,2.473684210526316,q_learning
FullyConnected_Mixed,3,1,defect,2.473684210526316,q_learning
FullyConnected_Mixed,3,2,cooperate,0.9473684210526315,q_learning
FullyConnected_Mixed,3,3,defect,2.473684210526316,q_learning
FullyConnected_Mixed,3,4,cooperate,0.9473684210526315,q_learning
FullyConnected_Mixed,3,5,defect,2.473684210526316,tit_for_tat
FullyConnected_Mixed,3,6,cooperate,0.9473684210526315,tit_for_tat
FullyConnected_Mixed,3,7,defect,2.473684210526316,tit_for_tat
FullyConnected_Mixed,3,8,defect,2.473684210526316,tit_for_tat
FullyConnected_Mixed,3,9,defect,2.473684210526316,tit_for_tat
FullyConnected_Mixed,3,10,defect,2.473684210526316,always_defect
FullyConnected_Mixed,3,11,defect,2.473684210526316,always_defect
FullyConnected_Mixed,3,12,defect,2.473684210526316,always_defect
FullyConnected_Mixed,3,13,defect,2.473684210526316,always_defect
FullyConnected_Mixed,3,14,defect,2.473684210526316,always_defect
FullyConnected_Mixed,3,15,cooperate,0.9473684210526315,random
FullyConnected_Mixed,3,16,cooperate,0.9473684210526315,random
FullyConnected_Mixed,3,17,cooperate,0.9473684210526315,random
FullyConnected_Mixed,3,18,cooperate,0.9473684210526315,random
FullyConnected_Mixed,3,19,defect,2.473684210526316,random
FullyConnected_Mixed,4,0,defect,1.8421052631578947,q_learning
FullyConnected_Mixed,4,1,defect,1.8421052631578947,q_learning
FullyConnected_Mixed,4,2,cooperate,0.47368421052631576,q_learning
