scenario_name,agent_id,strategy,final_score,final_q_values_avg,full_q_values
UCB1_OptimisticInit,11,ucb1_q,493.2758620689655,"{'avg_cooperate': 0.06717756753070966, 'avg_defect': 2.3816781668878777}","{'initial': {'cooperate': 0.0, 'defect': 0.12758620689655173}, (0.8,): {'cooperate': 0.043600344827586214, 'defect': 0.36501413793103454}, (1.0,): {'cooperate': 0.019344827586206897, 'defect': 0.1}, (0.2,): {'cooperate': 0.1395713444253207, 'defect': 9.912200154495645}, (0.4,): {'cooperate': 0.1333713208144345, 'defect': 1.403590335116156}}"
UCB1_OptimisticInit,12,ucb1_q,496.1034482758621,"{'avg_cooperate': 0.08604396954434507, 'avg_defect': 2.234015534261082}","{'initial': {'cooperate': 0.0, 'defect': 0.15517241379310345}, (0.8,): {'cooperate': 0.04235896551724139, 'defect': 0.23996551724137932}, (0.6,): {'cooperate': 0.08201275862068966, 'defect': 0.3788058620689656}, (0.4,): {'cooperate': 0.10883504482758624, 'defect': 0.47501780344827593}, (0.2,): {'cooperate': 0.19701307875620805, 'defect': 9.921116074753684}}"
UCB1_OptimisticInit,13,ucb1_q,493.48275862068965,"{'avg_cooperate': 0.07627113724291602, 'avg_defect': 2.938555836431905}","{'initial': {'cooperate': 0.0, 'defect': 0.1}, (0.2,): {'cooperate': 0.12826143110177785, 'defect': 9.914087728027102}, (0.6,): {'cooperate': 0.12757035924919657, 'defect': 1.5136873418384504}, (1.0,): {'cooperate': 0.04925275862068966, 'defect': 0.226448275862069}}"
UCB1_OptimisticInit,14,ucb1_q,493.8965517241379,"{'avg_cooperate': 0.06995033931693623, 'avg_defect': 2.9011677727345013}","{'initial': {'cooperate': 0.0, 'defect': 0.11379310344827587}, (0.6,): {'cooperate': 0.14109632884242412, 'defect': 1.4752015956813058}, (0.2,): {'cooperate': 0.11936020083911383, 'defect': 9.915676391808423}, (1.0,): {'cooperate': 0.019344827586206897, 'defect': 0.1}}"
UCB1_OptimisticInit,15,ucb1_q,493.9310344827586,"{'avg_cooperate': 0.07368716623418729, 'avg_defect': 2.8924808813526948}","{'initial': {'cooperate': 0.0, 'defect': 0.11379310344827587}, (0.6,): {'cooperate': 0.14342459621984227, 'defect': 1.3253716448458246}, (0.2,): {'cooperate': 0.13063441354449315, 'defect': 9.916260156427024}, (1.0,): {'cooperate': 0.020689655172413793, 'defect': 0.2144986206896552}}"
UCB1_OptimisticInit,16,ucb1_q,494.17241379310343,"{'avg_cooperate': 0.07273453356858142, 'avg_defect': 2.956003629731356}","{'initial': {'cooperate': 0.0, 'defect': 0.11379310344827587}, (0.6,): {'cooperate': 0.14787720503398077, 'defect': 1.6827289065554032}, (1.0,): {'cooperate': 0.010241379310344828, 'defect': 0.11379310344827587}, (0.2,): {'cooperate': 0.13281954993000006, 'defect': 9.913699405473468}}"
UCB1_OptimisticInit,17,ucb1_q,492.17241379310343,"{'avg_cooperate': 0.07983304731227145, 'avg_defect': 2.786976733405765}","{'initial': {'cooperate': 0.0, 'defect': 0.12758620689655173}, (1.0,): {'cooperate': 0.05448298965517241, 'defect': 0.4074233344827586}, (0.2,): {'cooperate': 0.1530216178015478, 'defect': 9.918811837250614}, (0.6,): {'cooperate': 0.11182758179236554, 'defect': 0.6940855549931364}}"
UCB1_OptimisticInit,18,ucb1_q,491.62068965517244,"{'avg_cooperate': 0.06489157525819282, 'avg_defect': 2.298991284154684}","{'initial': {'cooperate': 0.0, 'defect': 0.0}, (0.2,): {'cooperate': 0.13435544913199854, 'defect': 9.91467540203542}, (0.4,): {'cooperate': 0.13716878233137933, 'defect': 1.214217822186275}, (0.8,): {'cooperate': 0.04258881724137931, 'defect': 0.3660631965517242}, (1.0,): {'cooperate': 0.010344827586206896, 'defect': 0.0}}"
UCB1_OptimisticInit,19,ucb1_q,492.44827586206895,"{'avg_cooperate': 0.07252805080302041, 'avg_defect': 2.3535944685717234}","{'initial': {'cooperate': 0.0, 'defect': 0.1413793103448276}, (1.0,): {'cooperate': 0.010344827586206896, 'defect': 0.0}, (0.4,): {'cooperate': 0.15430947034855025, 'defect': 1.046772939549408}, (0.8,): {'cooperate': 0.06939654641379311, 'defect': 0.6667386131146416}, (0.2,): {'cooperate': 0.12858940966655175, 'defect': 9.913081479849739}}"
UCB1_OptimisticInit,20,ucb1_q,495.17241379310343,"{'avg_cooperate': 0.048973071933879314, 'avg_defect': 2.962820108522668}","{'initial': {'cooperate': 0.0, 'defect': 0.12758620689655173}, (1.0,): {'cooperate': 0.010344827586206896, 'defect': 0.11472413793103449}, (0.6,): {'cooperate': 0.05705574827586208, 'defect': 1.6942862835107788}, (0.2,): {'cooperate': 0.1284917118734483, 'defect': 9.914683805752308}}"
UCB1_OptimisticInit,21,ucb1_q,491.6896551724138,"{'avg_cooperate': 0.07262571594466036, 'avg_defect': 2.7475584352319222}","{'initial': {'cooperate': 0.0, 'defect': 0.0}, (0.2,): {'cooperate': 0.12459748039151383, 'defect': 9.91980395022101}, (1.0,): {'cooperate': 0.02853226551724139, 'defect': 0.31144112758620696}, (0.6,): {'cooperate': 0.13737311786988624, 'defect': 0.7589886631204725}}"
UCB1_OptimisticInit,22,ucb1_q,493.0,"{'avg_cooperate': 0.056964483492675015, 'avg_defect': 2.8489214837304893}","{'initial': {'cooperate': 0.010344827586206896, 'defect': 0.0}, (0.6,): {'cooperate': 0.06738092068965519, 'defect': 1.2648914416361556}, (0.2,): {'cooperate': 0.12159992017759659, 'defect': 9.917217596734078}, (1.0,): {'cooperate': 0.02853226551724139, 'defect': 0.21357689655172418}}"
UCB1_OptimisticInit,23,ucb1_q,493.17241379310343,"{'avg_cooperate': 0.07514799443068289, 'avg_defect': 2.8665138376561092}","{'initial': {'cooperate': 0.0, 'defect': 0.12758620689655173}, (1.0,): {'cooperate': 0.04566517241379311, 'defect': 0.29701}, (0.2,): {'cooperate': 0.13393908862031775, 'defect': 9.916637508670405}, (0.6,): {'cooperate': 0.12098771668862068, 'defect': 1.12482163505748}}"
UCB1_OptimisticInit,24,ucb1_q,492.0689655172414,"{'avg_cooperate': 0.07651178818293622, 'avg_defect': 2.816212334032316}","{'initial': {'cooperate': 0.0, 'defect': 0.0}, (0.2,): {'cooperate': 0.15389615995126554, 'defect': 9.91758811422695}, (1.0,): {'cooperate': 0.02977364482758621, 'defect': 0.3250963}, (0.6,): {'cooperate': 0.12237734795289312, 'defect': 1.022164921902314}}"
UCB1_OptimisticInit,25,ucb1_q,492.0689655172414,"{'avg_cooperate': 0.0784486153018707, 'avg_defect': 2.832303957943445}","{'initial': {'cooperate': 0.010344827586206896, 'defect': 0.0}, (0.6,): {'cooperate': 0.14177312884242416, 'defect': 1.199541973045593}, (1.0,): {'cooperate': 0.027251379310344832, 'defect': 0.2127931034482759}, (0.2,): {'cooperate': 0.13442512546850693, 'defect': 9.91688075527991}}"
UCB1_OptimisticInit,26,ucb1_q,492.0689655172414,"{'avg_cooperate': 0.07951512496500002, 'avg_defect': 2.8542352897699765}","{'initial': {'cooperate': 0.020689655172413793, 'defect': 0.0}, (1.0,): {'cooperate': 0.04697689655172414, 'defect': 0.21265517241379311}, (0.6,): {'cooperate': 0.13184519130931038, 'defect': 1.2886077177480257}, (0.2,): {'cooperate': 0.11854875682655178, 'defect': 9.915678268918088}}"
UCB1_OptimisticInit,27,ucb1_q,492.41379310344826,"{'avg_cooperate': 0.08575364072950963, 'avg_defect': 2.8486829831144256}","{'initial': {'cooperate': 0.0, 'defect': 0.1}, (0.2,): {'cooperate': 0.13721554268798475, 'defect': 9.916661255336653}, (0.6,): {'cooperate': 0.14998465126453647, 'defect': 0.9571287219486366}, (1.0,): {'cooperate': 0.05581436896551726, 'defect': 0.42094195517241395}}"
UCB1_OptimisticInit,28,ucb1_q,493.7241379310345,"{'avg_cooperate': 0.0700092899031802, 'avg_defect': 2.8797365387719815}","{'initial': {'cooperate': 0.0, 'defect': 0.11379310344827587}, (0.6,): {'cooperate': 0.13685899975138968, 'defect': 1.387927013749727}, (0.2,): {'cooperate': 0.13283333227512417, 'defect': 9.916295003407164}, (1.0,): {'cooperate': 0.010344827586206896, 'defect': 0.10093103448275863}}"
UCB1_OptimisticInit,29,ucb1_q,491.0344827586207,"{'avg_cooperate': 0.08689295627844829, 'avg_defect': 2.7644301591461353}","{'initial': {'cooperate': 0.010344827586206896, 'defect': 0.0}, (0.6,): {'cooperate': 0.13463020842517243, 'defect': 0.7320906636708173}, (1.0,): {'cooperate': 0.05448298965517241, 'defect': 0.4074233344827586}, (0.2,): {'cooperate': 0.1481137994472414, 'defect': 9.918206638430966}}"
